WALIS LUM ID,Is this datapoint public?,Luminescence method,IGSN,Reference (s),Sample ID,Analysis ID,Reported ID,Laboratory name,Mineral type,Grain size,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Sample latitude (decimal degrees),Sample longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Comments on elevation,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Aliquot size,Equivalent Dose measurement protocol,Treatment during measurement,Statistical model for burial dose,Machine type,Detection unit,Stimulation unit,Optical Filters used for Detection,Number of aliquots/ single grains run,Number of aliquots/ single grains used in sample,Uncertainty level,Equivalent dose (Gy),Equivalent dose uncertainty (Gy),Overdispersion value (%),Overdispersion value uncertainty (%),Depth of burial (m),Approach of dose rate dermination,Uncertainty levels,Uranium content (ppm),Uranium content uncertainty (ppm),Thorium content (ppm),Thorium content uncertainty (ppm),Potassium content (%),Potassium content uncertainty (%),Rubidium content (ppm),Rubidium content uncertainty (ppm),Alpha dose rate (Gy/ka),Alpha dose rate uncertainty (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate uncertainty (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate uncertainty (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate uncertainty (Gy/ka),Field water content (% of dry mass),Water content determination method,Water Content used in Final Age Calculation (% of dry mass),Water Content used in Final Age Calculation  uncertainty (% of dry mass),Alpha attenuation factor,Dose Rate conversion factors,Total dose rate (Gy/Ka),Total dose rate uncertainty (Gy/ka),Was fading correction applied?,Method of fading correction,g-value (% per decade),g-value (±1σ) (% per decade),Comments,Record created by,Record updated by,Last Update
468,1,OSL,,"Lee and Park, 2018
 Lee and Park, 2019b",LE19-004,LE19-004-01,BA1,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"35° 40' 44.4"" N","126° 31' 52.4"" E",35.679000,126.531222,No,National Geodetic Datum (Korea),dGPS w/map,10.78,0.2,10.78,0.2,"Locations based on hand-held DGPS (Sokkia GRX-1). Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.
",Equal to,MIS5e/5c,"Age was determined by taking the midpoint of the age range reported in the original publication.
",112.00,24.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 18:07:17
469,1,OSL,,"Lee and Park, 2018
 Lee and Park, 2019b",LE19-005,LE19-005-01,BA2,Korea Basic Science Institute,Quartz,Coarse grains (sand),,Yes,,"35° 39' 08.1"" N","126° 30' 26.4"" E",35.652250,126.507333,No,National Geodetic Datum (Korea),dGPS w/map,8.8,0.2,8.8,0.2,"Locations based on hand-held DGPS (Sokkia GRX-1). Then used 1:5000 topographic map by the Korean government to determine the elevation at that point from the local vertical datum.
",Equal to,MIS 5e,"Age was determined by taking the midpoint of the age range reported in the original publication.
",130.00,20.00,,single-aliquot regenerative (SAR) dose,Preheat,Central Age Model,"RISØ TL/OSL‐DA‐15 (RISØ National Laboratory, Denmark) ",PM Tube,blue light LED stimulation (470 nm),7.5 mm thick Hoya U‐340 filter,N/A,N/A,undefined,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Age Model,Alexander Simms,Alexander Simms,2021-06-07 18:09:43
24,1,TL,,"Litchfield and Lian, 2004
 Ryan et al., 2020",LI04-001,LI04-001-001,W2857,University of Wollongong,Quartz,Coarse grains (sand),,Yes,,,,-46.074055,170.200809,No,High Tide Level,Not reported,4,1.0,N/A,N/A,"Elevation and stratigraphic description in text is poor and does not use exact heights. Furthermore, it differs some from the stratigraphy drawn in Figure 2. ",Equal to,MIS 5e,,117.00,13.00,,combined additive-dose regeneration ,,,,,,,0,0,1-sigma,72.0,5.0,,,,,1-sigma,,,,,,,,,,,,,,,,,,,,,,,0.61,0.01,,,,,"Provided as a test to anomalous fading in OSL method. The consistent age suggests that anomalous fading was insignificant or did not occur in this sample. This sample was analysed at the University of Wollongong by David Price and minimal information regarding method is provided. 

This sediments was previously been dated using IRSL of feldspar inclusions to quartz by Rees-Jones et al. (2000); that age was determined to be a minimum.",Deirdre Ryan,WALIS Admin,2020-01-27 15:26:04
25,1,IRSL,,"Litchfield and Lian, 2004
 Ryan et al., 2020",LI04-002,LI04-002-001,TBE1,Victoria University of Wellington,Polymineralic,Fine grains (Silt),,Yes,,,,-46.074055,170.200809,No,High Tide Level,Not reported,4,1.0,N/A,N/A,"Elevation and stratigraphic description in text is poor and does not use exact heights. Furthermore, it differs some from the stratigraphy drawn in Figure 2. ",Equal to,MIS 5e,MIS 5e,117.00,12.00,each aliquot held c. 1 mg of sediment,Regeneration Method,all samples but control preheated for 7 days at 140 C,used Prescott & Hutton (1994) formula,Riso TL-DA-15 Minisys system,EMI 9135QA,"infrared photons (c. 1.4 eV, 800-960 nm)",Schott BG-39 & 5-59 optical filters,50,0,1-sigma,94.0,3.0,,,4,"environmental dose rate calculated from the concentrations of the parent radioisotopes (40K, 232Th, 238U) by laboratory elemental analyses of subsamples of bulk samples used fro dating.
cosmic dose rate calculated using formula of Prescott & Hutton 1994 
total dose rate calculated using the dose-rate conversion factors of Adamiec & Aitken
CHECK CONTENT AND DOSE RATE UNITS IN PUBLICATION",1-sigma,0.44,0.08,3.20,0.20,0.24,0.01,,,,,,,,,0.1200,,0.091,"Measured with ICP-AES, water content value used for the dose-rate calculation was the average between the as-collected and saturated values. Water contents are (water mass)/(dry mineral mass)
WATER CONTENT UNCERTAINTY IS AT TWO STANDARD DEVIATIONS.",0.198,0.054,,,0.800,0.060,No,,,,The additive dose with thermal-transfer correction method was also used to determine equivalent dose but only the regeneration method was used for age calculation.,Deirdre Ryan,Deirdre Ryan,2020-06-22 16:53:45
26,1,IRSL,,"Litchfield and Lian, 2004
 Ryan et al., 2020",LI04-003,LI04-003-001,WBE2,Victoria University of Wellington,Polymineralic,Fine grains (Silt),,Yes,,,,-45.707466,170.603786,No,Mean Sea Level / General definition,Not reported,2.5,1.0,N/A,N/A,"Elevation and stratigraphic description in text is poor and does not use exact heights. Furthermore, it differs some from the stratigraphy drawn in Figure 2. ",Equal to,MIS 5c,"Authors correlate deposit to MIS 5e, considering this result likely to be a minimum age due to anomalous fading. ",97.00,11.00,each aliquot held c. 1 mg of sediment,Regeneration Method,all samples but control preheated for 7 days at 140 C,used Prescott & Hutton (1994) formula,Riso TL-DA-15 Minisys system,EMI 9135QA,"infrared photons (c. 1.4 eV, 800-960 nm)",Schott BG-39 & 5-59 optical filters,50,0,1-sigma,107.0,5.0,,,4.5,"environmental dose rate calculated from the concentrations of the parent radioisotopes (40K, 232Th, 238U) by laboratory elemental analyses of subsamples of bulk samples used fro dating.

cosmic dose rate calculated using formula of Prescott & Hutton 1994 

total dose rate calculated using the dose-rate conversion factors of Adamiec & Aitken

CHECK CONTENT AND DOSE RATE UNITS IN PUBLICATION",1-sigma,0.51,0.08,3.30,0.10,0.70,0.01,,,,,,,,,0.0900,,0.073,"Measured with ICP-AES, water content value used for the dose-rate calculation was the average between the as-collected and saturated values. Water contents are provided as (water mass)/(dry mineral mass)

WATER CONTENT UNCERTAINTY IS AT TWO STANDARD DEVIATIONS.",0.225,0.076,,,2.82,0.09,No,,,,"The additive dose with thermal-transfer correction method was also used to determine equivalent dose but only the regeneration method was used for age calculation.
The authors consider this sample to possibly suffer from anomalous fading and consider the age to be a lower limit. ",Deirdre Ryan,Deirdre Ryan,2020-08-24 13:17:21
170,1,IRSL,,"Litchfield and Lian, 2004
 Ryan et al., 2020",LI04-004,LI04-004-001,WBE1,Victoria University of Wellington,Polymineralic,Fine grains (Silt),,Yes,,,,-45.713529,170.591975,No,Mean Sea Level / General definition,Not reported,0,1.0,N/A,N/A,"Elevation and stratigraphic description in text is poor and does not use exact heights. Furthermore, it differs some from the stratigraphy drawn in Figure 2. ",Older than,MIS 5c,Result is considered a minimum age.,96.00,5.00,each aliquot held c. 1 mg of sediment,Regeneration Method,all samples but control preheated for 7 days at 140 C,used Prescott & Hutton (1994) formula,Riso TL-DA-15 Minisys system,EMI 9135QA,"infrared photons (c. 1.4 eV, 800-960 nm)",Schott BG-39 & 5-59 optical filters,50,0,1-sigma,270,13,,,,"environmental dose rate calculated from the concentrations of the parent radioisotopes (40K, 232Th, 238U) by laboratory elemental analyses of subsamples of bulk samples used fro dating.



cosmic dose rate calculated using formula of Prescott & Hutton 1994 



total dose rate calculated using the dose-rate conversion factors of Adamiec & Aitken



CHECK CONTENT AND DOSE RATE UNITS IN PUBLICATION",1-sigma,2.64,0.1,10.7,0.4,1.62,0.03,,,,,,,,,1.12,,0.281,"Measured with ICP-AES, water content value used for the dose-rate calculation was the average between the as-collected and saturated values. Water contents are provided as (water mass)/(dry mineral mass)



WATER CONTENT UNCERTAINTY IS AT TWO STANDARD DEVIATIONS.",0.281,0.010,,,2.82,0.09,No,,,,The authors consider this sample to possibly suffer from anomalous fading and consider the age to be a lower limit. ,Deirdre Ryan,Deirdre Ryan,2020-08-24 13:50:20
314,1,TL,,"Loyer et al., 2005",LO95-004,LO95-004-001,couche C2b,,,,,Yes,,,,48.599115,-2.523285,Yes,OD (Ordnance Datum Newlyn),Not reported,3,1,N/A,N/A,,Equal to,N/A,,103.00,17.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Cartelle,,2021-02-12 20:27:00
558,1,OSL,,"Lunkka et al., 2016
 Lunkka et al., 2019",LU16-001,LU16-001-001,N/A,"Nordic Laboratory for Luminescence Dating, Aarhus University in Risø",,,,Yes,,,,64.113000,24.586000,No,Mean Sea Level / General definition,Theodolite and rod,60.5,0.5,60,1,"Elevation of the sand unit where the OSL sample was taken was between 60-61 m. 

According to Juha Lunkka, the Finnish sites were leveled and reference to Finnish height system N60, and sea level at 1960. He cross-checked the elevations against LIDAR-DEMs and consider the elevations to be precise to a level that is far less than 5%. We have applied a nominal uncertainty of 1 m to account for uncertainties.",Equal to,MIS 5,"The sand unit overlies a clay unit that was likely deposited during MIS 5e, and underlies a till unit that is MIS 4 in age based on bounding ages.",110.00,7.00,,SAR,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-08-27 06:18:45
559,1,OSL,,"Lunkka et al., 2016
 Lunkka et al., 2019",LU16-002,LU16-002-001,N/A,"Nordic Laboratory for Luminescence Dating, Aarhus University in Risø",,,,Yes,,,,64.113000,24.586000,No,Mean Sea Level / General definition,Theodolite and rod,60.5,0.5,60,1,"Elevation of the sand unit where the OSL sample was taken was between 60-61 m. 

According to Juha Lunkka, the Finnish sites were leveled and reference to Finnish height system N60, and sea level at 1960. He cross-checked the elevations against LIDAR-DEMs and consider the elevations to be precise to a level that is far less than 5%. We have applied a nominal uncertainty of 1 m to account for uncertainties.",Equal to,MIS 5,"The sand unit overlies a clay unit that was likely deposited during MIS 5e, and underlies a till unit that is MIS 4 in age based on bounding ages.",98.00,5.00,,SAR,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-08-27 06:19:48
225,1,OSL,,"Mauz et al., 2012
 Mauz and Elmejdoub, 2021",LV315,LV315,LV315,,,,,Yes,,,,36.430000,10.570000,Yes,N/A,Metered tape or rod,N/A,N/A,N/A,N/A,,Equal to,MIS 5c,Dated part of the barrier was reworked during MIS 5c highstand,100.00,4.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Mauz,,2020-11-11 17:32:02
224,1,OSL,,"Mauz et al., 2012
 Mauz and Elmejdoub, 2021",LV324,LV324,LV324,,Quartz,Coarse grains (sand),,Yes,,,,33.300000,10.540000,Yes,Mean Sea Level / General definition,Metered tape or rod,1.5,N/A,1.5,N/A,,Equal to,MIS 5,,114.00,16.00,3 mm,SAR,,median,,,,,N/A,N/A,1-sigma,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Mauz,Barbara Mauz,2020-11-11 08:25:24
202,1,OSL,,"Mauz et al., 2009
 Mauz et al., 2012
 Mauz and Elmejdoub, 2021",LV365,LV365,LV365,Liverpool,Quartz,Coarse grains (sand),,Yes,,34,32,34.000000,32.000000,No,Mean Low Tide (MLT),Metered tape or rod,5.5,2.5,N/A,N/A,,,N/A,,113.00,5.00,3 mm,SAR,,CAM or median,Risoe,blue-sensitive PM,blue LED,Hoya 375,72,N/A,1-sigma,85,1,28,5,1.5,gamma spectrometry,,1.35,0.04,0.76,0.06,0.23,0.01,,,,,,,,,,,1,,1.000,,,,,,,,,,,Barbara Mauz,Barbara Mauz,2021-01-21 09:37:32
226,1,OSL,,"Mauz et al., 2009
 Mauz and Elmejdoub, 2021",LV65,LV65,LV65,,,,,Yes,,,,37.160000,10.030000,Yes,Mean Sea Level / General definition,Metered tape or rod,1.2,N/A,N/A,N/A,,Equal to,MIS 5e,,131.00,7.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Mauz,Barbara Mauz,2020-11-11 18:28:53
227,1,OSL,,"Mauz et al., 2009
 Mauz and Elmejdoub, 2021",M09LV65,LV65001,LV65,,,,,Yes,,,,37.160000,10.030000,Yes,N/A,"dGPS, hand level and tape",5,5,N/A,N/A,elevation of sampling position not reported.,Equal to,MIS 5e,,131.00,7.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Mauz,Barbara Mauz,2020-11-12 09:43:00
203,1,OSL,,"Mauz et al. 2018
 Mauz and Elmejdoub, 2021",LV704,LV704,LV704,Liverpool,Quartz,Coarse grains (sand),,Yes,,35,10,35.000000,10.000000,No,Mean Sea Level / General definition,Metered tape or rod,3,0.5,N/A,N/A,,Equal to,MIS 5e,,120.00,5.00,3 mm,SAR,,median,Risoe,blue-sensitive PM,blue LED,Hoya 375,72,64,1-sigma,38.8,1.1,19,2,5,gamma spectrometry,,0.58,0.02,0.62,0.06,0.06,0.008,,,,,,,,,,,5,field moisture,5.000,,,,0.32,0.01,,,,,,Barbara Mauz,,2020-08-31 11:18:23
228,1,OSL,,"Mauz et al., 2012
 Mauz and Elmejdoub, 2021",M12LV324,M12LV324,LV324,,,,,Yes,,,,33.300000,10.540000,Yes,N/A,Not reported,N/A,N/A,N/A,N/A,,Equal to,MIS 5e,,114.00,16.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Mauz,,2020-11-12 10:25:08
171,1,IRSL,,"Mauz and Hassler, 2000
 Cerrone et al., 2021",MA00-001,MA00-001-001,SldC 1,,Feldspar,,,Yes,,,,38.952446,16.983983,Yes,Mean Sea Level / General definition,Metered tape or rod,74,5,N/A,N/A,,Equal to,MIS 5e,,121.00,15.00,,,,,,,,,N/A,N/A,undefined,354,42,,,15,,undefined,0.86,0.03,4.06,0.09,1.82,0.04,,,,,,,,,,,,,,,,,2.94,0.2,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-05-08 03:59:58
173,1,TL,,"Mauz and Hassler, 2000
 Cerrone et al., 2021",MA00-001,MA00-001-002,SldC 1,,Quartz,,,Yes,,,,38.952446,16.983983,Yes,Mean Sea Level / General definition,Metered tape or rod,74,5,N/A,N/A,,Equal to,MIS 5e,,142.00,20.00,,,,,,,,,N/A,N/A,undefined,324,45,,,15,,undefined,0.86,0.03,4.06,0.09,1.82,0.04,,,,,,,,,,,,,,,,,2.29,0.08,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-05-08 04:00:35
174,1,IRSL,,"Cerrone et al., 2021
 Mauz and Hassler, 2000",MA00-002,MA00-002-001,CR2,,Feldspar,,,Yes,,,,38.904516,17.094202,Yes,Mean Sea Level / General definition,Metered tape or rod,14,2,N/A,N/A,,Equal to,MIS 5a,226Ra loss,86.00,9.00,,,,,,,,,N/A,N/A,undefined,59,5,,,2,,undefined,,,0.85,0.08,0.14,0.02,,,,,,,,,,,,,,,,,0.69,0.04,No,,,,The KF-total dose rate (Gy/ ka) is 0.69 ±0.04 to 0.91 ± 0.05,Ciro Cerrone,Ciro Cerrone,2021-06-22 16:10:13
178,1,IRSL,,"Mauz and Hassler, 2000
 Cerrone et al., 2021",MA00-002,MA00-002-002,CR2,,Feldspar,,,Yes,,,,38.904516,17.094202,Yes,Mean Sea Level / General definition,Metered tape or rod,14,2,N/A,N/A,,Equal to,MIS 5a,Transition to MIS 4,65.00,6.00,,,,,,,,,N/A,N/A,undefined,59,5,,,2,,undefined,,,0.85,0.08,0.14,0.02,,,,,,,,,,,,,,,,,0.69,0.04,No,,,,The KF-total dose rate (Gy/ ka) is 0.69 ±0.04 to 0.91 ± 0.05,Ciro Cerrone,Ciro Cerrone,2020-05-12 09:37:14
175,1,IRSL,,"Mauz and Hassler, 2000
 Cerrone et al., 2021",MA00-003,MA00-003-001,IdCR05,,Feldspar,,,Yes,,,,38.956174,17.085881,Yes,Mean Sea Level / General definition,Metered tape or rod,81,0.2,N/A,N/A,,Older than,MIS 5c,,98.00,7.00,,,,,,,,,N/A,N/A,undefined,478,31,,,5,,undefined,0.61,0.03,2.55,0.1,3.19,0.08,,,,,,,,,,,,,,,,,4.89,0.18,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-05-08 04:39:37
176,1,IRSL,,"Mauz and Hassler, 2000
 Cerrone et al., 2021",MA00-004,MA00-004-001,MdV,,Feldspar,,,Yes,,,,39.030593,17.000421,Yes,Mean Sea Level / General definition,Metered tape or rod,170,0.2,N/A,N/A,,Older than,MIS 5c,"234U take-up and 222Rn loss longterm
fading of the IR-OSL signal",90.00,10.00,,,,,,,,,N/A,N/A,undefined,422,46,,,,,undefined,7.68,0.29,2.58,0.13,10.41,0.52,,,,,,,,,,,,,,,,,4.68,0.13,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-05-12 10:11:29
177,1,IRSL,,"Mauz and Hassler, 2000
 Cerrone et al., 2021",MA00-004,MA00-004-002,MdV,,Feldspar,,,Yes,,,,39.030593,17.000421,Yes,Mean Sea Level / General definition,Metered tape or rod,170,0.2,N/A,N/A,,Older than,MIS 5c,"234U take-up and 222Rn loss longterm
fading of the IR-OSL signal",85.00,10.00,,,,,,,,,N/A,N/A,undefined,422,46,,,,,undefined,2.35,0.87,2.58,0.13,10.41,0.52,,,,,,,,,,,,,,,,,4.97,0.16,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-05-12 10:11:58
179,1,IRSL,,"Cerrone et al., 2021
 Mauz and Hassler, 2000",MA00-005,MA00-005-001,IdCR03,,Feldspar,,,Yes,,,,38.965153,17.088604,Yes,Mean Sea Level / General definition,Metered tape or rod,77,2,N/A,N/A,,Older than,MIS 5c,"Minimum age due to saturation of the quartz and feldspar.
Possible geomorphological correlation with MIS 7",82.00,12.00,,,,,,,,,N/A,N/A,undefined,402,58,,,,,undefined,1.98,0.06,11.06,0.22,2.39,0.07,,,,,,,,,,,,,,,,,4.92,0.23,No,,,,,Ciro Cerrone,Ciro Cerrone,2021-06-22 16:01:50
180,1,TL,,"Mauz and Hassler, 2000
 Cerrone et al., 2021",MA00-005,MA00-005-002,IdCR03,,Quartz,,,Yes,,,,38.965153,17.088604,Yes,Mean Sea Level / General definition,Metered tape or rod,77,2,N/A,N/A,,Older than,MIS 5c,,149.00,64.00,,,,,,,,,N/A,N/A,undefined,2.42,0.17,,,,,undefined,1.98,0.06,11.06,0.22,2.39,0.07,,,,,,,,,,,,,,,,,4.92,0.23,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-05-12 12:16:08
508,1,OSL,,"Cerrone et al., 2021
 Mastronuzzi & Sansò, 2003",MA03-001,MA03-001-001,N/A,,Feldspar,,,Yes,,,,40.529510,17.172215,No,Mean Sea Level / General definition,Not reported,20,2,N/A,N/A,,Equal to,MIS 5,,93.00,8.00,,,,,,,,,,N/A,1-sigma,,,,,N/A,,1-sigma,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Ciro Cerrone,Ciro Cerrone,2021-06-24 07:11:46
187,1,OSL,,"Mauz et al., 2012
 Cerrone et al., 2021",MA12-001,MA12-001-001,LV382,,Quartz,Coarse grains (sand),,Yes,,,,38.159262,-0.635852,Yes,N/A,"dGPS, hand level and tape",N/A,N/A,N/A,N/A,,Equal to,MIS 5e,,114.00,15.00,3 mm aliquots,standard single-aliquot regenerative-dose protocol,,,,,,,N/A,N/A,undefined,106,12,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,,2020-06-22 08:27:49
183,1,OSL,,"Martinez et al., 2001
 Gowan et al., 2021",MA16-001,MA16-001-001,UIC2941,"University of Illinois, Chicago",,,2010-01-01 00:00:00,Yes,,-34.763667,-58.550167,-34.763667,-58.550167,No,Not reported,Not reported,4,0.8,8,0.8,Unclear how elevation was measured. The uncertainty is 20% of the reported elevation.,Older than,MIS 2,Reworked marine sediments overlying undisturbed marine sediments. Provides a minimum age of the marine sediments.,22.10,1.32,,,,,,,,,N/A,N/A,undefined,50.81,3.11,,,N/A,,undefined,,,,,,,,,,,,,,,0.016,0.002,,,,,,,2.31,0.12,,,,,,Evan Gowan,,2020-05-15 03:38:23
189,1,TL,,"Mauz et al., 1997
 Cerrone et al., 2021",MA97-001,MA97-001-001,Nocella,,Quartz,Coarse grains (sand),,Yes,,,,38.088320,13.078468,Yes,Mean Sea Level / General definition,Metered tape or rod,18,0.2,N/A,N/A,,Equal to,MIS 5,,101.00,43.00,,,,,,,,,N/A,N/A,1-sigma,98,41,,,,,undefined,,,,,,,,,,,,,,,,,,,,,,,0.969,,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-07-09 14:35:52
190,1,TL,,"Mauz et al., 1997
 Cerrone et al., 2021",MA97-002,MA97-002-001,San Cataldo,,Quartz,Coarse grains (sand),,Yes,,,,38.087801,13.078016,Yes,Mean Sea Level / General definition,Metered tape or rod,8-14,0.2,N/A,N/A,,Equal to,MIS 5,,131.00,43.00,,,,,,,,,N/A,N/A,1-sigma,60,19,,,,,undefined,,,,,,,,,,,,,,,,,,,,,,,0.462,,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-07-09 14:38:25
191,1,TL,,"Mauz et al., 1997
 Cerrone et al., 2021",MA97-003,MA97-003-001,Cala Rossa,,Quartz,Coarse grains (sand),,Yes,,,,38.056002,12.846727,Yes,Mean Sea Level / General definition,Metered tape or rod,4-6,0.2,N/A,N/A,,Equal to,MIS 5,,111.00,20.00,,,,,,,,,N/A,N/A,1-sigma,34,5,,,,,undefined,,,,,,,,,,,,,,,,,,,,,,,0.301,,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-07-09 14:40:59
192,1,TL,,"Mauz et al., 1997
 Cerrone et al., 2021",MA97-004,MA97-004-001,Cala Bianca,,Quartz,Coarse grains (sand),,Yes,,,,38.054641,12.850376,Yes,Mean Sea Level / General definition,Metered tape or rod,2-3,0.2,N/A,N/A,,Equal to,MIS 5,,140.00,24.00,,,,,,,,,N/A,N/A,1-sigma,71,11,,,,,undefined,,,,,,,,,,,,,,,,,,,,,,,0.508,,No,,,,,Ciro Cerrone,Ciro Cerrone,2020-07-09 14:45:24
378,1,TL,,"Mangerud et al., 1998",MA98-001,MA98-001-001,937012,Risø,Feldspar,Fine grains (Silt),1996-01-01 00:00:00,Yes,,78.55,16.55,78.550000,16.550000,No,Mean sea level from tidal data,Metered tape or rod,10,5,N/A,N/A,"The precise elevation of the luminescence samples were not stated, but the diagram in the paper indicates the sampled interglacial unit (B) is between 5 and 15 m. It is likely that the samples were taken from the foreset beds that are in the upper half of the unit.",Equal to,MIS 5e,"The thermoluminscence age is likely to be less reliable than OSL dates from the same unit, because of incomplete bleaching and a lack of feldspar.",126.00,10.00,,,,plateau-method,,,,,N/A,N/A,1-sigma,,,,,12,beta counting technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-03-23 14:37:15
379,1,OSL,,"Mangerud et al., 1998",MA98-001,MA98-001-002,937012,Risø,Feldspar,Fine grains (Silt),1996-01-01 00:00:00,Yes,,78.55,16.55,78.550000,16.550000,No,Mean sea level from tidal data,Metered tape or rod,10,5,N/A,N/A,"The precise elevation of the luminescence samples were not stated, but the diagram in the paper indicates the sampled interglacial unit (B) is between 5 and 15 m. It is likely that the samples were taken from the foreset beds that are in the upper half of the unit.",Equal to,MIS 5e,,117.00,10.00,single alliquot,single aliquot regeneration and added dose,,,,,,green light stimulation,N/A,N/A,1-sigma,,,,,12,beta counting technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-03-23 14:41:54
