WALIS ESR ID,Is this datapoint public?,Method,IGSN,Reference(s),Sample ID,Analysis ID,Reported ID,Laboratory name,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Younger/Equal to,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Mineral type,Grain size (µm),Aliquot size (mg),Measurement protocol,ESR spectrometre type,Measurement temperature (K),Acquisition parameters,ESR signal,Number of scans,Number of repeated measurements,Number of rotations in the cavity,Evaluation of the ESR signal intensity,Correction of the ESR intensities,Bleaching coefficient (%),Fitting program and error calculation,Fitting function,Data weighting used for fitting,Equivalent dose estimate (Gy),Equivalent dose estimate undertainty (±1σ) (Gy),Depth (m),Technique,Dose rate uncertainty type,external U (ppm),external U error (ppm),external Th (ppm),external Th error (ppm),external K (%),external K error (%),external Rb (ppm),external Rb error (ppm),External dose rate (Gy/ka),External dose rate uncertainty (Gy/ka),internal U (ppm),internal U error (ppm),internal Th (ppm),internal Th error (ppm),internal K (%),internal K error (%),internal Rb (ppm),internal Rb error (ppm),Internal dose rate (Gy/ka),Internal dose rate uncertainty (Gy/ka),Alpha dose rate (Gy/ka),Alpha dose rate error (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate error (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate error (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate error (Gy/ka),Field water content (% of dry mass),Water content determination method,Water content used (%),Water content used error (%),Attenuation factors,Conversion factors,Alpha efficiency factor,Etching method,Etch depth (µm),Etch depth error (µm),Total dose rate (Gy/ka),Total dose rate uncertainty (Gy/ka),Comments and notes,Record created by,Record updated by,Last Update
37,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-004,SC89-004-001,D-2439D,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.137133,-66.579214,Yes,Mean Sea Level / General definition,Barometric altimeter,9.4,0,9.4,1.9,"Elevation of sample is about 0.6 m below the top of the outcrop, which is 10 m above mean sea level. The uncertainty is 20% of the reported elevation.",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",109.00,10.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,240.000,,0.6,"U/Th content determined using neutron activation analysis

K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.8000,,10.0000,,2.5000,,,,,,1.5000,,,,,,,,0.3400,,,,1.4560,,0.4070,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 2.32/2.03

- Aragonite: 99%",Evan Gowan,Evan Gowan,2020-03-04 02:24:01
38,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-005,SC89-005-001,D-2589,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.133027,-66.588502,Yes,Mean Sea Level / General definition,Barometric altimeter,17,1.5,17,3.7,Elevation uncertainty includes half the reported range (1.5 m) and 20% of the elevation (3.4 m),Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",110.00,8.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,107.000,,0,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,4.9500,,1.3000,,,,,,0.2000,,,,,,,,0.0460,,,,0.7620,,0.1620,,,,,,,,,,,,,,,,"- species: Protothaca sp.



- shell thickness (before/after preparation, mm): 2.4/1.68



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:23:23
39,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-006,SC89-006-001,D-2590,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.133027,-66.588502,Yes,Mean Sea Level / General definition,Barometric altimeter,17,1.5,17,3.7,Elevation uncertainty includes half the reported range (1.5 m) and 20% of the elevation (3.4 m),Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",125.00,11.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,125.000,,0,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,4.9500,,1.3000,,,,,,0.3000,,,,,,,,0.0730,,,,0.7620,,0.1620,,,,,,,,,,,,,,,,"- species: unknown



- shell thickness (before/after preparation, mm): 2.75/2.36



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:22:37
40,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-007,SC89-007-001,D-2658,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.112412,-66.552125,Yes,Mean Sea Level / General definition,Barometric altimeter,17,1.5,17,3.7,Elevation uncertainty includes half the reported range (1.5 m) and 20% of the elevation (3.4 m),Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",147.00,14.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,181.000,,0,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.6000,,5.2000,,1.5300,,,,,,0.6000,,,,,,,,0.1610,,,,1.0070,,0.0650,,,,,,,,,,,,,,,,"- species: Protothaca Sp



- shell thickness (before/after preparation, mm): 4.5/3.24



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:21:56
41,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-008,SC89-008-001,D-2656,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.112583,-66.546311,Yes,High Tide Level,Barometric altimeter,11.2,0,8.7,2.3,"Elevation converted to mean sea level by subtracting 2.5 m, based on the values in Table 4.4 in Schellmann (1998). Elevation uncertainty includes 20% of the reported elevation (2.3 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",143.00,19.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,192.000,,0,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.1500,,5.4000,,1.1900,,,,,,0.8500,,,,,,,,0.2210,,,,0.9780,,0.1390,,,,,,,,,,,,,,,,"- species: Protothaca Sp



- shell thickness (before/after preparation, mm): 3.34/2.8



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:30:08
42,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-009,SC89-009-001,D-2657,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.112583,-66.546311,Yes,High Tide Level,Barometric altimeter,11.2,0,8.7,2.3,"Elevation converted to mean sea level by subtracting 2.5 m, based on the values in Table 4.4 in Schellmann (1998). Elevation uncertainty includes 20% of the reported elevation (2.3 m)",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",148.00,19.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,203.000,,0,"U/Th content determined using neutron activation analysis

K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.1500,,5.4000,,1.1900,,,,,,0.9000,,,,,,,,0.2350,,,,0.9780,,0.1390,,,,,,,,,,,,,,,,"- species: Protothaca Sp

- shell thickness (before/after preparation, mm): 3.16/2.71

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:29:49
43,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-010,SC89-010-001,D-2643,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,7.8,0,7.8,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",98.00,11.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,191.000,,12.2,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.0000,,2.1000,,1.3000,,,,,,5.5500,,,,,,,,1.2240,,,,0.5980,,0.1360,,,,,,,,,,,,,,,,"- species: unknown



- shell thickness (before/after preparation, mm): 2.44/1.68



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 23:01:19
44,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-011,SC89-011-001,D-2645,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,9.5,0,9.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",146.00,24.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,276.000,,10.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.3000,,3.0000,,1.5700,,,,,,4.0500,,,,,,,,1.0710,,,,0.7270,,0.0900,,,,,,,,,,,,,,,,"- species: Protothaca Sp



- shell thickness (before/after preparation, mm): 3.43/2.34



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:29:16
45,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-012,SC89-012-001,D-2637,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",144.00,14.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,238.000,,11.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.7000,,3.9500,,1.1600,,,,,,3.3000,,,,,,,,0.8780,,,,0.7240,,0.0530,,,,,,,,,,,,,,,,"- species: Unknown



- shell thickness (before/after preparation, mm): 3.86/2.27



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:28:55
46,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-013,SC89-013-001,K-2638,University of Cologne,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",138.00,17.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,273.000,,11.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.7000,,3.9500,,1.1600,,,,,,4.5000,,,,,,,,1.1730,,,,0.7240,,0.0720,,,,,,,,,,,,,,,,"- species: Protothaca Sp.



- shell thickness (before/after preparation, mm): 3.68/2.53



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:28:34
47,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-014,SC89-014-001,D-2639,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",135.00,15.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,247.000,,9.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.3500,,3.4500,,1.2100,,,,,,4.2500,,,,,,,,1.0910,,,,0.6590,,0.0760,,,,,,,,,,,,,,,,"- species: Protothaca



- shell thickness (before/after preparation, mm): 3.21/1.95



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:28:15
48,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-015,SC89-015-001,D-2640,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",147.00,15.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,279.000,,9.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.3500,,3.4500,,1.2100,,,,,,4.3500,,,,,,,,1.1610,,,,0.6760,,0.0620,,,,,,,,,,,,,,,,"- species: Protothaca Sp.



- shell thickness (before/after preparation, mm): 3.78/2.55



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:27:59
49,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-016,SC89-016-001,K-2432A,University of Cologne,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",153.00,15.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,399.000,,9.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.5500,,4.2500,,1.8000,,,,,,4.9000,,,,,,,,1.5610,,,,0.8700,,0.1800,,,,,,,,,,,,,,,,"- species: Protothaca Sp.



- shell thickness (before/after preparation, mm): 3.54/3.32



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:27:43
50,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-017,SC89-017-001,D-2432B,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",131.00,17.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,385.000,,9.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.5500,,4.2500,,1.8000,,,,,,7.5500,,,,,,,,1.8790,,,,0.8700,,0.1980,,,,,,,,,,,,,,,,"- species: unknown



- shell thickness (before/after preparation, mm): 3.47/3.35



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:27:13
51,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-018,SC89-018-001,K-2432C,University of Cologne,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",150.00,20.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,360.000,,9.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.5500,,4.2500,,1.8000,,,,,,5.2500,,,,,,,,1.3890,,,,0.8700,,0.1390,,,,,,,,,,,,,,,,"- species: unknown



- shell thickness (before/after preparation, mm): 3.23/2.47



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:26:51
52,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-019,SC89-019-001,D-2433A,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",166.00,16.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,356.000,,9.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.5500,,4.2500,,1.8000,,,,,,4.2500,,,,,,,,1.1780,,,,0.8700,,0.0990,,,,,,,,,,,,,,,,"- species: Protothaca ant.



- shell thickness (before/after preparation, mm): 3.61/2.52



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:26:33
53,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-020,SC89-020-001,D-2433B,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",123.00,13.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,326.000,,9.5,"U/Th content determined using neutron activation analysis



K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.5500,,4.2500,,1.8000,,,,,,6.6500,,,,,,,,1.6440,,,,0.8700,,0.1440,,,,,,,,,,,,,,,,"- species: unknown



- shell thickness (before/after preparation, mm): 4.17/3.88



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 02:26:15
